company_id,name,website_domain,description,industry_primary,verticals,year_founded,hq_city,hq_state,hq_country,funding_total_usd,last_round_type,last_round_size_usd,last_round_date,filing_count,source,github_stars,github_activity_90d,hn_mentions,hn_points,open_job_postings,semantic_sim,stage_fit,geo_fit,traction,investor_signal,hygiene,score,pts_semantic_sim,pts_stage_fit,pts_geo_fit,pts_traction,pts_investor_signal,pts_hygiene
c_7a6d24c25004,Cajal,caj.al,"Cajal (YC W26) is massively scaling formal verification to accelerate scientific discovery. We deploy superhuman AI mathematicians to high-impact applied domains, starting with quantum computing and finance.

We do this with Lean - a framework that allows us to formally verify any mathematical statement, grounding AI in truth and validating the tools discovered by our systems.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.36738086,0.5,1.0,0.0,0.0,0.75,38.45,14.7,10.0,10.0,0.0,0.0,3.75
c_ea4d5cf89441,"Allium Labs, Inc.",,,Other Technology,,2022.0,New York,NY,US,39999994.0,Later,39999994.0,2026-07-28,1,edgar,,,,,,0.23368084,0.6599999999999999,1.0,0.0,0.34,0.5,38.45,9.35,13.2,10.0,0.0,3.4,2.5
c_763868349d9b,Auxos,useauxos.com,"Auxos builds AI customer twins for marketing, product, and research teams to test their hypotheses at scale. We work with companies to create 1:1 replicas of their customers by sourcing and interviewing real people in their ICP, allowing us to accurately model how they behave and make decisions. 

Currently, market research is too slow and expensive to use on anything but the biggest decisions. Surveys and panels cost a fortune and it takes weeks to recruit, moderate, and gather insights.   

Auxos provides a 24/7 available customer panel that can give population-scale insights in minutes. The day-to-day decisions surrounding product, pricing, and positioning can now be validated with the same rigor that used to be reserved for the big ones. 
",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.36681938,0.5,1.0,0.0,0.0,0.75,38.42,14.67,10.0,10.0,0.0,0.0,3.75
c_e846e0ce737b,Computable,getcomputable.com,"Buy, sell, and redeem GPU hours for any week with instant liquidity",Fintech,"Marketplace, Finance, Cloud Computing, Trading, AI",,New York City,NY,US,,,,,0,yc,,,,,,0.36626762,0.5,1.0,0.0,0.0,0.75,38.4,14.65,10.0,10.0,0.0,0.0,3.75
c_7eef4d640195,Eos AI,helloeos.ai,"Eos helps clinics turn their data into actionable insights to identify more eligible patients and early care interventions.

We harmonize historical data across all systems to create standardized patient data distributions, acting like a translation layer between different applications. Then we build a centralized index over it: a compressed representation that lets petabytes of raw data stay where it is while allowing us to search and reason across it as one system.

Instead of treating the visit or document as an isolated instance, we can look at it as a continuous story. We can predict how a case will resolve, trigger the required approvals and actions, and do so while reducing staff workload and recovering hospital revenue.",Healthcare,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.3626575,0.5,1.0,0.0,0.0,0.75,38.26,14.51,10.0,10.0,0.0,0.0,3.75
c_76420eb54b6b,Ara,ara.so,"Ara is the cloud coding agent — an autonomous software engineer for software teams. It watches work in progress, plans the next step, and executes tasks with its own computer, background agents, persistent memory, and reusable skills. Unite your team that uses Claude and Codex and other  coding subscriptions to code together in the browser. Ara turns coding into a closed loop: suggest, act, learn, improve.

",B2B,"Developer Tools, Enterprise Software, Cloud Computing",,San Francisco,CA,US,,,,,0,yc,,,,,,0.3623829,0.5,1.0,0.0,0.0,0.75,38.25,14.5,10.0,10.0,0.0,0.0,3.75
c_4e18a1307c07,FlowManual,flowmanual.com,"FlowManual is the all-in-one AI bidding and purchasing platform for both general and MEP construction contractors.

Built by two engineers and Harvard dropouts, FlowManual automates the buying process during pre-construction. With FlowManual, specialty contractors win more work while general contractors deliver at higher standards.",Real Estate and Construction,"SaaS, Construction, Workflow Automation",,San Francisco,CA,US,,,,,0,yc,,,,,,0.3618269,0.5,1.0,0.0,0.0,0.75,38.22,14.47,10.0,10.0,0.0,0.0,3.75
c_d467feb52634,AICE,aicepower.com,We are building the next generation of underwater defense systems: autonomous swarms of modular marine drones to secure naval assets and coastal infrastructure against evolving underwater threats.,Industrials,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.36162335,0.5,1.0,0.0,0.0,0.75,38.21,14.46,10.0,10.0,0.0,0.0,3.75
c_7b3b3f41221c,Atlas Discovery,atlasdiscovery.bio,Predicting human response to drugs in clinical trials,Healthcare,"AI-powered Drug Discovery, Drug discovery, Biotechnology",,San Francisco,CA,US,,,,,0,yc,,,,,,0.35816592,0.5,1.0,0.0,0.0,0.75,38.08,14.33,10.0,10.0,0.0,0.0,3.75
c_09bd427f80e1,Autostep,autostep.ai,"Autostep maps how work actually happens across a company, finds repetitive tasks and bottlenecks, and ranks them by cost and impact. Then it fixes them by building agents inside existing tools, changing the process, or finding the right software.
",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.35734808,0.5,1.0,0.0,0.0,0.75,38.04,14.29,10.0,10.0,0.0,0.0,3.75
c_5e6b31ca5105,Proximitty,proximitty.ai,"Proximitty is the AI operating system for commercial loans - we build regulator-grade AI agents that ingest and parse documents, spread financials, automate loan operations and track covenants.

We help FDIC-insured banks and fintechs underwrite faster and scale their loan books without scaling costs.",Fintech,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.3570873,0.5,1.0,0.0,0.0,0.75,38.03,14.28,10.0,10.0,0.0,0.0,3.75
c_bdefb276344a,Pluto,talentpluto.com,"Resumes made careers readable. LinkedIn made them searchable. Pluto makes them understood.

Professionals talk to Pluto for 10 minutes about what they’ve done, what they’re great at, and what they want next. Pluto makes that context discoverable to the right people and AI agents, helping them understand the professional more fully.

For hiring, companies tell Pluto who they want to meet. Pluto searches its network and the broader market, evaluates fit on both sides, privately confirms interest, and makes warm introductions when both sides want to connect.

18K+ professionals have shared their career context with Pluto. 100+ companies, from fast-growing startups to decacorns, use Pluto to meet people with deeper context and confirmed interest.",Consumer,"AI, Careers, Conversational AI",,New York City,NY,US,,,,,0,yc,,,,,,0.35583198,0.5,1.0,0.0,0.0,0.75,37.98,14.23,10.0,10.0,0.0,0.0,3.75
c_66db82924a3e,"Roger Labs, Inc.",,,Other Technology,,2023.0,BERKELEY,CA,US,24500000.0,Later,24500000.0,2026-07-28,1,edgar,,,,,,0.22116953,0.6599999999999999,1.0,0.0,0.34,0.5,37.95,8.85,13.2,10.0,0.0,3.4,2.5
c_952f4ef9cad0,Cofia,cofia.ai,"Cofia learns how your team runs internal operations and automates the highest-ROI workflows, automatically.",B2B,,,New York City,NY,US,,,,,0,yc,,,,,,0.35463768,0.5,1.0,0.0,0.0,0.75,37.94,14.19,10.0,10.0,0.0,0.0,3.75
c_14629ddc1aaf,Skymerse,skymerse.com,"Skymerse is building one AI system for airline flight operations: from planning and monitoring in the operations center to real-time support in the cockpit. It is developing specialized aeronautical models that understand the data, constraints, and procedures behind each flight, replacing fragmented tools and manual interpretation. Notamify, its first product, already serves airline customers and thousands pilots and aviation professionals.",Industrials,"Airlines, Aerospace, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.35399038,0.5,1.0,0.0,0.0,0.75,37.91,14.16,10.0,10.0,0.0,0.0,3.75
c_f56032b64854,Pavoot,pavoot.com,"Pavoot is an AI event manager for companies that run in-person customer events.

More and more companies are investing in dinners, summits, and community events because relationships drive revenue. But today, running events means sourcing attendees, sending invitations, hosting the event, and then manually digging through notes, emails, and spreadsheets afterward to figure out who attended, what was discussed, who is a strong lead, and who should be followed up with. Most teams either send generic ""thanks for coming"" emails or never properly capture the value created during the event.

Pavoot replaces this fragmented workflow with a single AI system that keeps every attendee, interaction, conversation, and follow-up connected in one place, making relationship-driven growth scalable.

Gohar and Ana met while studying Computer Science at ETH Zurich. Gohar is a six-time Swiss chess champion and was the youngest member of Switzerland’s national chess team at age 13. Ana won more than 20 medals in scientific Olympiads, ranked 1st in CS at Latin America’s most competitive university, and built internal AI systems used by hundreds of data scientists at some of the largest banks in Latin America before moving to ETH Zurich for AI research.

===

Book a demo: pavoot.com",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.35277945,0.5,1.0,0.0,0.0,0.75,37.86,14.11,10.0,10.0,0.0,0.0,3.75
c_eb3091091e84,Risklytics,risklytics.ai,"Risklytics is an AI-native brokerage for hard-to-place commercial insurance. We route each risk to the carriers that actually want it, collect the right information upfront, and send a complete package to the right underwriters the first time, so more risks bind with less back-and-forth.",Fintech,"Machine Learning, Real Estate, B2B, Insurance, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.35045207,0.5,1.0,0.0,0.0,0.75,37.77,14.02,10.0,10.0,0.0,0.0,3.75
c_d45bed9f9c3e,"Pharmazz, Inc.",,,Pharmaceuticals,,,WILLOWBROOK,IL,US,3500000.0,Early,3500000.0,2026-07-28,1,edgar,,,,,,0.07679057,1.0,1.0,0.0,0.34,0.25,37.72,3.07,20.0,10.0,0.0,3.4,1.25
c_1208cb8628f9,One Robot,onerobot.io,"One Robot builds simulation environments that are realistic to see and realistic to interact with, so robotics teams can train and evaluate robot policies without being bottlenecked by robot time.

Today, improving a VLA often means more real-world hours: setting up the scene, running trials, resetting, and repeating. This loop is slow, expensive, and hard to scale. For example, material handling and manufacturing assembly tasks, models need far more training and evaluation data than teams can collect in the real world.

We use task-specific data to build world model-based simulation environments for hard manipulation tasks (for example, textiles and box folding). These environments help teams run more training and evals, find failure modes faster, and accelerate iteration on action policies with less dependence on real-world data collection and robot availability.
",Industrials,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.3491066,0.5,1.0,0.0,0.0,0.75,37.71,13.96,10.0,10.0,0.0,0.0,3.75
c_7a217c31ff20,Insurf,insurf.io,"Insurf is the AI-native data and decision layer for health insurance. Our first product, Inveto, automatically turns denied healthcare claims into source-cited, physician-attested appeals, recovering revenue practices lose today. Every claim it resolves builds the coverage-decision graph, the proprietary dataset of real payer behavior that powers our next product, Surely, which prices the true cost of a health plan for employers and brokers.",Healthcare,"Artificial Intelligence, Health Tech, Automation",,San Francisco,CA,US,,,,,0,yc,,,,,,0.3486643,0.5,1.0,0.0,0.0,0.75,37.7,13.95,10.0,10.0,0.0,0.0,3.75
c_43a57e35b14d,Axelrod,axelrod.live,"Autonomous software for hotels that takes over all front-of-house and back-of-house tasks with zero integrations, running operations better than your staff would. Axelrod is trusted by Michelin Key awarded boutique hotels and is live across 4 continents.",B2B,"Artificial Intelligence, Travel",,San Francisco,CA,US,,,,,0,yc,,,,,,0.3484816,0.5,1.0,0.0,0.0,0.75,37.69,13.94,10.0,10.0,0.0,0.0,3.75
c_9e1de87007c3,"Escape Technologies, Inc.",,,Other Technology,,2023.0,Biarritz,I0,US,17999994.0,Later,17999994.0,2026-07-28,1,edgar,,,,,,0.21419549,0.6599999999999999,1.0,0.0,0.34,0.5,37.67,8.57,13.2,10.0,0.0,3.4,2.5
c_ea5294565071,Derya,usederya.com,"Derya is the AI-native logistics office: the one-stop shop that startups, SMEs, and enterprises outsource their entire logistics function to, from booking and coordination through to financing the freight itself. 

Our mission is to rebuild the supply chain from the ground up, turning one of the world’s hardest coordination problems into an AI native system that moves global trade faster, more reliably, and with working capital that no longer sits trapped in transit.",B2B,"AIOps, Digital Freight Brokerage, Finance, Logistics, Supply Chain",,San Francisco,CA,US,,,,,0,yc,,,,,,0.34776682,0.5,1.0,0.0,0.0,0.75,37.66,13.91,10.0,10.0,0.0,0.0,3.75
c_b4be4ed1c73b,Ekpa,goekpa.com,Building Autonomous Research Agents for Trading,Fintech,Consumer Finance,,Boston,MA,US,,,,,0,yc,,,,,,0.34659833,0.5,1.0,0.0,0.0,0.75,37.61,13.86,10.0,10.0,0.0,0.0,3.75
c_ae3207dc452b,Light Anchor,lightanchor.ai,"Light Anchor (YC P26) builds AI-run consumer brands that run at the speed of compute. 

Consumer brands have always been limited by the speed of humans: hiring, coordinating, and sleeping. AI agents that now run operations end-to-end break all those constraints, making a new kind of consumer business possible: one capped by compute, not headcount.

Today, Light Anchor operates one flagship brand and multiple experiment stores, all run by AI agents on a shared platform that compounds with every new brand launched. The vision is thousands of consumer businesses, operating with little to no human intervention.",Consumer,"Artificial Intelligence, E-commerce",,San Francisco,CA,US,,,,,0,yc,,,,,,0.34645224,0.5,1.0,0.0,0.0,0.75,37.61,13.86,10.0,10.0,0.0,0.0,3.75
c_2ad83dd96500,Standard Signal,standardsignal.com,Standard Signal is the first hedge fund that researches and executes trades purely with AI. Our custom models discover and trade on new fundamental truths about the world before humans can.,Fintech,,,New York City,NY,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.34620422,0.5,1.0,0.0,0.0,0.75,37.6,13.85,10.0,10.0,0.0,0.0,3.75
c_48da35348391,Pentagon,pentagon.run,"Pentagon is a workspace for your AI employees to communicate, coordinate, and get work done as a team.",B2B,,,Salt Lake City,UT,US,,,,,0,yc,,,,,,0.34559232,0.5,1.0,0.0,0.0,0.75,37.57,13.82,10.0,10.0,0.0,0.0,3.75
c_8aa2c28c110f,Codag,codag.ai,Log compression for agents.,B2B,Developer Tools,,San Francisco,CA,US,,,,,0,yc,,,,,,0.3455496,0.5,1.0,0.0,0.0,0.75,37.57,13.82,10.0,10.0,0.0,0.0,3.75
c_362aa22da3e2,Envariant,envariant.ai,"Envariant is an AI interpretability and reasoning SDK enabling foundation model builders to analyze, steer, and control their model's behaviors.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.34485507,0.5,1.0,0.0,0.0,0.75,37.54,13.79,10.0,10.0,0.0,0.0,3.75
c_c65250964922,Tepali,tepali.com,"Tepali is the AI-native operating system for medspas. We replace fragmented software and manual work with a single system of record powered by AI agents that handle front desk, patient documentation, and lead conversion.",B2B,,,New York City,NY,US,,,,,0,yc,,,,,,0.34423554,0.5,1.0,0.0,0.0,0.75,37.52,13.77,10.0,10.0,0.0,0.0,3.75
c_eb63da2ef841,GovGuard,govguard.com,"GovGuard is building AI agents that automate government workflows, starting with FOIA requests.

Today, public records teams still spend hours searching for responsive records and applying redactions. Many offices still redact sensitive information line by line with a sharpie. Local governments spend billions processing these requests, and if a city misses a legal deadline, it can be sued for failing to comply with public records law.",Government,GovTech,,San Francisco,CA,US,,,,,0,yc,,,,,,0.34428406,0.5,1.0,0.0,0.0,0.75,37.52,13.77,10.0,10.0,0.0,0.0,3.75
c_b5ddcb99cbba,Akkari,akkari.io,"Akkari runs the operational work from the first sales call through expansion. It captures and stays on top of every commitment, issue, request and opportunity across customer channels (Slack, calls, meetings, email, Discord, etc.) then drives each loop to resolution - our wedge toward building the AI execution system for companies.

We are 2x YC founders who scaled OrderAhead (acquired by Square) to millions of users and BLADE to $1.2B+ in monthly trading volume.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.34325826,0.5,1.0,0.0,0.0,0.75,37.48,13.73,10.0,10.0,0.0,0.0,3.75
c_aeea3dee9301,Pops,pops.fyi,"Pops lets people play, remix, and share AI games with friends.

Discover an infinite feed of games, challenges, quizzes, and other fun interactive experiences made by others. Every play instantly becomes a funny gameplay/reaction video you can send to friends, post online, or use to challenge someone to beat your score.

For creators, Pops makes it easier than ever to bring ideas to life and get them played. Instead of learning complex game engines, writing code, or fighting for distribution, anyone can create or remix a playable game in seconds. Bring your ideas, and Pops brings the audience.",Consumer,"Artificial Intelligence, Consumer, Gaming, Social",,New York City,NY,US,,,,,0,yc,,,,,,0.34179705,0.5,1.0,0.0,0.0,0.75,37.42,13.67,10.0,10.0,0.0,0.0,3.75
c_fddadd163d5a,ED1TH,ed1th.com,"A personal AI HUD that lives in a pair of glasses. Think Jarvis. It reads your email, runs your calendar and puts directions in your eye. 25 grams, no cameras, all day. ",Consumer,"Hardware, Consumer, AI Assistant",,San Francisco,CA,US,,,,,0,yc,,,,,,0.34159368,0.5,1.0,0.0,0.0,0.75,37.41,13.66,10.0,10.0,0.0,0.0,3.75
c_150b0240a846,Userlens,userlens.io,"Companies today are growing faster than ever with smaller teams. We are making it possible for these lean, AI-native companies to manage enterprise deals. 

Userlens is building the AI customer success manager. Our goal is to be the CSM for every customer at every company. 

Every $1-5M of new revenue requires another CSM hire. Userlens breaks that ceiling. Our agents research accounts, catch churn before it happens, and drive renewals and upsells like a top-tier CSM would. 

We're at $307K ARR, growing 127% month over month, with 30 customers including Smartly (300M ARR). Over 300 CSMs are on Userlens, and 76% of them use it weekly. 

Built by second-time founders who lived this problem at their last startup.",B2B,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.34139636,0.5,1.0,0.0,0.0,0.75,37.41,13.66,10.0,10.0,0.0,0.0,3.75
c_fcf6ff152ae7,PLAN0 AI,plan0.ai,"PLAN0 is building the Bloomberg of construction for real estate developers, investors, and general contractors — $20B of projects are already running through the platform.

We analyze architectural plans using vision models to generate detailed cost estimates and analytics in minutes. Through industry partnerships, the platform also aggregates historical and real-time project data across all major geographies to power ML-driven analytics, decomposing costs into market-observable factors and creating an agentic layer for cost optimization.",Real Estate and Construction,,,,,,,,,,0,yc,,,,,,0.46554995,0.5,0.5,0.0,0.0,0.75,37.37,18.62,10.0,5.0,0.0,0.0,3.75
c_f7e6555e29b7,Cosmic Robotics,cosmicrobotics.com,"Our mission is to build a city on Mars. 

Cosmic-1, the first equipment in our fleet, is an autonomous robot capable of heavy-lift manipulation. Its been deployed on some of the largest solar farms in the US, more than doubling labor productivity across tens of thousands of panel installs. 

We're scaling in solar, expanding in data centers, and building lunar construction robotics under contract with NASA.",Industrials,"Hard Tech, Robotics, Construction, Aerospace",,San Francisco,CA,US,,,,,0,yc,,,,,,0.34021413,0.5,1.0,0.0,0.0,0.75,37.36,13.61,10.0,10.0,0.0,0.0,3.75
c_92159fdc4d17,Definite,usedefinite.com,"Definite is where finance teams build everyday back-office agents on one live model of their books. We plug into your ERP, ledger, payroll, and payments read-only and compile everything into one clean model that stays current as money moves. Your back-office team then builds agents on top in plain English. We never write back and we never move money. The agents are yours, the plumbing is ours.

We met in first year computer science at Waterloo and interned at Meta, Optiver, and BitGo. At Optiver they ran an n8n hackathon and the interns automated basically nothing. It couldn't talk to the systems that mattered. When we pitched banks and fintechs on agents, they kept telling us the same thing. The agent isn't the hard part, getting clean data out of their systems is.

Right now, automating anything in a back office means engineers hand-stitching data from a dozen sources in different formats on different schedules. Tools like n8n and Workato assume your data is already clean and joined. In finance it never is. So the teams with the most repetitive work and smallest budgets get nothing.

The hard part is the compiler. Every source gets cleaned, matched, and joined into one live model of transactions, invoices, vendors, and payments, and it has to stay right as money lands every day. 

Everyone throws engineers at this. We're doing it once so nobody has to again. Every back office is getting agents eventually. Whoever owns the data they read from owns the thing all of them depend on, and eventually the books themselves. That's what we're building.
",B2B,"Artificial Intelligence, Fintech, SaaS, Finance",,San Francisco,CA,US,,,,,0,yc,,,,,,0.33799118,0.5,1.0,0.0,0.0,0.75,37.27,13.52,10.0,10.0,0.0,0.0,3.75
c_cd911180d1e3,Sherpa,withsherpa.ai,"Sherpa automatically optimizes websites for every human and every agent. For humans, Sherpa studies visitor behavior, builds better pages and flows, tests them on live traffic, and keeps what converts. For AI agents, Sherpa tests different agent-facing versions of the site until agents recommend the company more often. 

Customers typically see a 15-20% lift in their primary conversion metric after using Sherpa for 30 days.",B2B,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.33700827,0.5,1.0,0.0,0.0,0.75,37.23,13.48,10.0,10.0,0.0,0.0,3.75
c_1caa0cac8e70,Petrarch,petrarch.co,Unlocking enterprise data for tomorrow's economy,B2B,"Marketplace, B2B, Data Engineering",,San Francisco,CA,US,,,,,0,yc,,,,,,0.336886,0.5,1.0,0.0,0.0,0.75,37.23,13.48,10.0,10.0,0.0,0.0,3.75
c_20a0f5dee7e1,Beacon Health,beaconhealth.ai,"Beacon Health (YC W26) is building AI employees that double revenue for primary care practices while also reducing the total cost of care.

Primary care is the primary source of care for over 200M Americans, but physicians don’t have the bandwidth to manage their patient panels. 

Beacon Health builds AI employees that automate tedious background workflows - preventative screenings, prior authorizations, referrals, and risk adjustment. We handle these workflows from start to finish, directly in their EHR.

We’re on a mission is to bring joy back to primary care.",Healthcare,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.33640656,0.5,1.0,0.0,0.0,0.75,37.21,13.46,10.0,10.0,0.0,0.0,3.75
c_87f72bfeb425,The Company Company,thecompany.company,The Company Company builds the agent and the infrastructure to run companies.,B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.33468148,0.5,1.0,0.0,0.0,0.75,37.14,13.39,10.0,10.0,0.0,0.0,3.75
c_3e855deaa569,"VIN-59 Enhance Health, LLC",,,Other,,2026.0,FAYETTEVILLE,AR,US,45000.0,Pre-Seed,45000.0,2026-07-28,1,edgar,,,,,,0.02931749,1.0,1.0,0.0,0.34,0.5,37.07,1.17,20.0,10.0,0.0,3.4,2.5
c_cdda2bde5143,primitive,primitive.dev,Building the communication infrastructure needed for fully autonomous agents,B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.33271724,0.5,1.0,0.0,0.0,0.75,37.06,13.31,10.0,10.0,0.0,0.0,3.75
c_1ff41fb2cc14,Wondering,wondering.app,"Wondering turns anything you want to learn, from LLMs to quantum mechanics to product design, into a path of three-minute lessons with visuals, podcasts, and interactive exercises. 

Each learning path and its content are personalized to your background, how you learn best, and how deep you want to go.

It’s the most delightful way to understand complex topics and turn information into knowledge you can remember and apply. You don’t just passively read. You practice, make connections, and form your own insights.

Start learning anything for free at https://wondering.app/download",Consumer,"AI-Enhanced Learning, Artificial Intelligence, Education, Consumer, AI Assistant",,San Francisco,CA,US,,,,,0,yc,,,,,,0.33099312,0.5,1.0,0.0,0.0,0.75,36.99,13.24,10.0,10.0,0.0,0.0,3.75
c_1cee83cca408,flowscope,flowscope.com,"flowscope is an AI-native transformation consulting firm that deploys agents to map, optimize, and automate companies’ processes end to end without human intervention; doing what consulting firms charge millions for at a fraction of the cost and time.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.3303804,0.5,1.0,0.0,0.0,0.75,36.97,13.22,10.0,10.0,0.0,0.0,3.75
c_4986839e0a6e,Callab AI,callab.ai,"58% of the $400B call center industry runs on on-prem phone systems, and until now bringing AI voice automation to them meant ripping out their entire infrastructure first. That's the largest unserved segment in the market. Callab AI connects directly to legacy PBX systems like Avaya, Cisco UCM, and Mitel, and automates up to 70% of call volume with zero migration needed.

We plug into these environments without requiring a rip-and-replace. We serve clients across three continents, including brands like Dunkin Donuts.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.33039045,0.5,1.0,0.0,0.0,0.75,36.97,13.22,10.0,10.0,0.0,0.0,3.75
c_696240024211,Miso Labs,misolabs.ai,Miso Labs is building the world’s most emotive foundation models for voice. Our goal is to pass the voice Turing test.,B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.33034015,0.5,1.0,0.0,0.0,0.75,36.96,13.21,10.0,10.0,0.0,0.0,3.75
c_aedb312cece0,1541 Productions Ltd Liability Co,,,Other,,2026.0,NEW YORK,NY,US,3000000.0,Early,3000000.0,2026-07-28,1,edgar,,,,,,0.024884056,1.0,1.0,0.0,0.34,0.5,36.9,1.0,20.0,10.0,0.0,3.4,2.5
c_2eb603df8e48,Stage,stagereview.app,"Stage is a new code review platform designed to help engineers better understand and review AI generated code.

Engineering teams are shipping faster than ever with agents, but now they’re drowning in an endless backlog of PRs to review. Stage reorganizes the code review process around how engineers naturally think, enabling you to review (and merge!) PRs 5x faster. 

Used by top engineers at Legora, n8n, Branch, and more. ",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.32734,0.5,1.0,0.0,0.0,0.75,36.84,13.09,10.0,10.0,0.0,0.0,3.75
c_a15133cf2ba7,HyperProbe,hyperprobe.co,"If your team uses Cursor, Claude Code, or Codex to ship, you've felt it: the AI is great at writing code, mediocre at debugging it. When something breaks in prod, you're back to grepping logs, adding console.logs, redeploying, and hoping the AI's guess is right.

HyperProbe fixes this. Your coding agent dynamically drops non-breaking probes into your running services, straight from your IDE. When a probe fires, HyperProbe captures and sanitises the exact variable state, feeding your agent real evidence instead of flat logs. 

This fixes prod incidents in minutes from the exact same window where agents write code, without ever redeploying to add a print statement. Under 1% CPU overhead. Automatic PII redaction. 

Built for backend teams shipping AI-written code today. Install in 60 seconds, see your first investigation in 10 minutes. That's why we call HyperProbe the runtime data layer for AI-native software.

",B2B,"Developer Tools, DevSecOps, SaaS",,San Francisco,CA,US,,,,,0,yc,,,,,,0.32614985,0.5,1.0,0.0,0.0,0.75,36.8,13.05,10.0,10.0,0.0,0.0,3.75
c_784bf1f9c52a,Advanced Metal Research,advancedmetalresearch.com,"America does not just need more welders. It needs welding knowledge that can scale.

The American Welding Society projects 320,500 new welding professionals will be needed by 2029, with about 80,000 jobs to be filled annually from 2025 to 2029. More than 157,000 current welding professionals are approaching retirement. Welders are only a small share of the skilled-trades workforce, but welding accounts for an outsized share of projected capability demand. 

The market calls it a labor shortage. AMR sees a learning bottleneck.

We are building American-made robotic welding cells that combine computer vision to provide real-time seam tracking and post-weld inspection to turn welding from a scarce manual process into a closed-loop manufacturing system that learns from every weld as it happens.",Industrials,"Hardware, Robotics, Manufacturing",,Los Angeles,CA,US,,,,,0,yc,,,,,,0.32449594,0.5,1.0,0.0,0.0,0.75,36.73,12.98,10.0,10.0,0.0,0.0,3.75
c_716e71df8b8f,Osseus,osseus.ai,"Osseus is the secure research brain for R&D teams. Today, research knowledge is fragmented across specialist tools, decisions, conversations, and people's heads. Osseus crafts this into a permissioned memory that grows with every experiment, decision, failure, and lesson learned. Rather than only retrieving the current state of connected tools, Osseus preserves how work evolved: what was tried, what failed, why decisions were made, and who holds the relevant context.

Each person gets a personal AI agent that uses this growing history to proactively surface relevant evidence, help prevent duplicated work and repeated mistakes, and identify the exact expert who can unblock the next decision. By preserving both technical history and the organizational know-how behind team processes and decision making, Osseus helps R&D teams move faster before time and money are wasted.",B2B,"B2B, Enterprise Software, Infrastructure, Operations, AI",,,,,,,,,0,yc,,,,,,0.44853315,0.5,0.5,0.0,0.0,0.75,36.69,17.94,10.0,5.0,0.0,0.0,3.75
c_52a2a1a819bf,Maquoketa Research,maquoketa.net,The intelligence layer for drones,Industrials,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.32253417,0.5,1.0,0.0,0.0,0.75,36.65,12.9,10.0,10.0,0.0,0.0,3.75
c_5eecf5866111,Wideframe,wideframe.com,"Wideframe is an AI coworker for video editors. It automates the searching, labeling, organizing, and sequencing of footage so editors can ship videos faster.

Why is this important? Well, it turns out that editors spend 3x more time preparing footage than actually editing.

One agency said we will save their editors 10 hours per week. Another organized an entire documentary worth of footage in hours rather than weeks. He had 2,500+ videos, 500+ audio clips, across >2.5 TB of files and our agent handled them effortlessly.

Users link footage to Wideframe and then our Agent acts like an Assistant Editor to handle work like searching, labeling, organizing, and sequencing footage. Wideframe works with footage across local filesystems and cloud providers. We also supports Adobe Premiere Pro (.prproj) roundtrip. Our robust integrations are important so that Wideframe can work with source footage all the way through to delivering Premiere Pro projects to editors.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.31992552,0.5,1.0,0.0,0.0,0.75,36.55,12.8,10.0,10.0,0.0,0.0,3.75
c_2c0b32e41bb8,Kuli,kuli.one,"Kuli is an AI coworker for marketing teams at the world's largest consumer brands. Our agent watches all videos across social media, learns the brand's context and helps them turn signals from billions of social videos into winning campaigns without increasing headcount.

Previous platforms gave marketers databases to search through and a CRM. Kuli actually watches the content. Marketers at team like Disney, Nivea and PostHog use it to scout creators, run analysis on trends and competitor strategies, and analyse what makes their campaign perform better.

For 10 years, influencer marketing meant more tools, more tabs, more spreadsheets. Kuli replaces all of that with one single agent you orchestrate. One marketer with Kuli does what a $50K/month agency bills for manual tasks.",B2B,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.31924027,0.5,1.0,0.0,0.0,0.75,36.52,12.77,10.0,10.0,0.0,0.0,3.75
